City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,kidal,18.4411,1.4078,90.52,11,2,5.68,ML,1670074935
287,yar-sale,66.8333,70.8333,25.09,96,100,17.0,RU,1670074936
288,narsaq,60.9167,-46.05,32.22,94,100,1.12,GL,1670074936
289,fergus falls,46.283,-96.0776,-1.82,84,96,9.22,US,1670074937
290,shizukuishi,39.6833,140.9833,41.68,97,99,5.7,JP,1670074937
291,malazgirt,39.1427,42.5401,41.77,72,64,5.86,TR,1670074937
292,rocha,-34.4833,-54.3333,73.92,53,100,5.44,UY,1670074937
293,san pedro,14.35,121.0167,83.35,80,20,8.05,PH,1670074938
294,berlin,52.5244,13.4105,32.36,90,100,9.22,DE,1670074670
295,qaqortoq,60.7167,-46.0333,28.63,89,100,1.88,GL,1670074658
296,lata,40.1629,-8.3327,61.07,58,0,2.42,PT,1670074939
297,taksimo,56.3444,114.8794,-11.52,87,94,4.34,RU,1670074939
298,lundazi,-12.2929,33.1782,75.96,58,97,7.9,ZM,1670074939
299,havelock,34.8791,-76.9013,63.95,94,20,9.22,US,1670074939
300,tilichiki,60.4667,166.1,23.77,90,100,7.05,RU,1670074940
301,acopiara,-6.0953,-39.4525,90.86,31,46,9.57,BR,1670074940
302,iguape,-24.7081,-47.5553,79.88,75,100,2.04,BR,1670074940
303,pevek,69.7008,170.3133,-4.14,84,3,13.67,RU,1670074940
304,camacha,33.0833,-16.3333,60.22,67,20,11.5,PT,1670074941
305,muros,42.7762,-9.0603,55.09,57,1,13.71,ES,1670074941
306,galle,6.0367,80.217,78.98,81,98,3.53,LK,1670074941
307,alofi,-19.0595,-169.9187,71.49,100,99,0.0,NU,1670074941
308,hailun,47.45,126.9333,-11.18,96,99,3.24,CN,1670074941
309,dingle,10.9995,122.6711,76.48,91,77,6.8,PH,1670074942
310,san lorenzo,-25.3333,-57.5333,81.54,74,75,3.44,PY,1670074942
311,beringovskiy,63.05,179.3167,25.16,79,100,22.08,RU,1670074942
312,tanabe,33.7333,135.3667,50.0,79,100,1.77,JP,1670074942
313,otane,-39.8833,176.6333,47.01,95,7,2.19,NZ,1670074943
314,ahipara,-35.1667,173.1667,55.38,85,9,5.68,NZ,1670074943
315,cockburn town,21.4612,-71.1419,79.88,66,52,21.54,TC,1670074943
316,saint-augustin,51.226,-58.6502,19.29,87,55,2.73,CA,1670074943
317,urengoy,65.9667,78.3667,13.32,94,92,10.49,RU,1670074943
318,sao felix do xingu,-6.6447,-51.995,83.44,69,92,2.19,BR,1670074944
319,zacualtipan,20.65,-98.6,54.75,85,52,1.1,MX,1670074944
320,chapais,49.7834,-74.8492,31.78,98,100,13.31,CA,1670074944
321,portlethen,57.0547,-2.1307,44.37,80,75,10.36,GB,1670074944
322,ewa beach,21.3156,-158.0072,75.43,86,100,5.75,US,1670074944
323,sobolevo,54.4299,31.8996,24.3,90,100,11.07,RU,1670074945
324,trincomalee,8.5711,81.2335,81.1,77,95,8.25,LK,1670074945
325,ayolas,-27.4,-56.9,86.83,52,23,3.33,PY,1670074945
326,guilin,25.2819,110.2864,44.71,86,100,7.09,CN,1670074945
327,sakaiminato,35.55,133.2333,51.78,71,75,5.75,JP,1670074945
328,slave lake,55.2834,-114.769,4.98,66,75,10.36,CA,1670074946
329,tarauaca,-8.1614,-70.7656,81.12,64,100,1.28,BR,1670074946
330,maradi,13.5,7.1017,95.22,17,0,9.22,NE,1670074946
331,klaksvik,62.2266,-6.589,45.52,97,100,17.96,FO,1670074940
332,hamilton,39.1834,-84.5333,56.17,81,100,11.99,US,1670074824
333,tabou,4.423,-7.3528,81.0,76,100,9.28,CI,1670074947
334,holbeach,52.804,0.0144,46.6,91,100,16.11,GB,1670074948
335,hovd,48.0056,91.6419,-0.49,76,0,4.5,MN,1670074948
336,jieshi,22.8134,115.8257,68.29,83,13,9.28,CN,1670074949
337,beyneu,45.3167,55.2,20.08,38,0,12.37,KZ,1670074949
338,san luis,-33.295,-66.3356,85.03,23,0,6.8,AR,1670074949
339,pedernales,18.0384,-71.744,80.46,60,0,3.4,DO,1670074949
340,tocopilla,-22.092,-70.1979,71.2,59,3,7.27,CL,1670074950
341,lompoc,34.6391,-120.4579,59.77,97,0,6.91,US,1670074950
342,krasnaya zarya,52.7825,37.6806,21.51,76,54,10.63,RU,1670074950
343,paita,-5.0892,-81.1144,70.12,76,21,12.15,PE,1670074950
344,key west,24.5557,-81.7826,82.4,71,20,10.36,US,1670074951
345,taicheng,38.731,113.228,20.23,20,40,3.87,CN,1670074951
346,zwedru,6.0667,-8.1281,84.4,65,98,0.98,LR,1670074951
347,carutapera,-1.195,-46.02,87.89,53,83,11.68,BR,1670074952
348,palauig,15.435,119.9045,81.37,72,100,4.25,PH,1670074952
349,banda aceh,5.5577,95.3222,77.25,88,100,10.4,ID,1670074952
350,nunkini,20.3333,-90.1833,75.29,81,5,7.16,MX,1670074952
351,mananjary,-21.2167,48.3333,80.37,71,33,12.77,MG,1670074953
352,krasnoarmeysk,51.0239,45.6969,17.2,49,0,12.59,RU,1670074953
353,verkhnyaya inta,65.9811,60.3094,10.83,95,100,14.29,RU,1670074953
354,port hardy,50.6996,-127.4199,33.98,75,20,16.11,CA,1670074954
355,maracacume,-2.0428,-45.9592,87.46,53,74,5.53,BR,1670074954
356,campbeltown,55.4258,-5.6076,46.45,70,100,10.36,GB,1670074678
357,kavaratti,10.5669,72.642,82.65,70,99,5.91,IN,1670074954
358,sinnamary,5.3833,-52.95,80.92,76,89,7.94,GF,1670074954
359,kiama,-34.6833,150.8667,64.99,93,0,7.14,AU,1670074955
360,kemijarvi,66.7131,27.4306,12.81,98,87,2.91,FI,1670074955
361,chudovo,59.1167,31.6833,24.69,86,100,8.14,RU,1670074955
362,quatre cocos,-20.2078,57.7625,80.71,63,3,10.36,MU,1670074955
363,changji,44.0167,87.3167,12.99,92,75,2.24,CN,1670074955
364,deer lake,49.1667,-57.4316,30.06,74,100,4.61,CA,1670074956
365,placido de castro,-10.3353,-67.1856,77.65,69,96,1.32,BR,1670074956
366,iqaluit,63.7506,-68.5145,8.33,72,75,2.3,CA,1670074956
367,alpena,45.0617,-83.4327,35.92,86,100,17.27,US,1670074956
368,fasa,28.9383,53.6482,67.24,24,0,6.91,IR,1670074957
369,takoradi,4.8845,-1.7554,81.82,76,99,12.93,GH,1670074957
370,yining,29.0361,114.5636,43.12,91,100,2.71,CN,1670074957
371,yulara,-25.2406,130.9889,83.88,11,0,14.38,AU,1670074958
372,san cristobal,7.7669,-72.225,64.58,74,88,3.09,VE,1670074791
373,puerto del rosario,28.5004,-13.8627,65.95,88,75,6.91,ES,1670074879
374,haines junction,60.7522,-137.5108,12.15,79,49,2.3,CA,1670074959
375,yairipok,24.6667,94.0667,59.5,82,0,1.77,IN,1670074959
376,pop,40.8736,71.1089,37.89,51,100,3.42,UZ,1670074959
377,bay roberts,47.5999,-53.2648,35.33,66,10,4.0,CA,1670074960
378,kruisfontein,-34.0033,24.7314,67.89,53,99,18.05,ZA,1670074960
379,khandyga,62.6667,135.6,-38.29,100,98,3.0,RU,1670074776
380,coquimbo,-29.9533,-71.3436,60.53,82,100,5.75,CL,1670074923
381,igarka,67.4667,86.5833,-9.24,99,68,5.75,RU,1670074961
382,ous,60.9058,61.5186,1.4,96,21,3.62,RU,1670074961
383,raigarh,21.9,83.4,69.75,52,0,1.45,IN,1670074961
384,olafsvik,64.8945,-23.7142,40.37,79,3,6.58,IS,1670074961
385,griffith,41.5284,-87.4237,25.25,70,0,11.5,US,1670074961
386,lavrentiya,65.5833,-171.0,23.4,82,100,7.7,RU,1670074962
387,lewiston,44.1003,-70.2148,50.25,91,100,6.91,US,1670074962
388,thunder bay,48.4001,-89.3168,4.98,66,40,10.36,CA,1670074962
389,port blair,11.6667,92.75,84.24,74,75,6.91,IN,1670074963
390,antalaha,-14.9003,50.2788,78.48,74,51,6.85,MG,1670074963
391,viedma,-40.8135,-62.9967,84.15,20,100,5.57,AR,1670074963
392,sao joao da barra,-21.6403,-41.0511,77.09,92,100,17.76,BR,1670074963
393,honningsvag,70.9821,25.9704,26.35,80,100,17.27,NO,1670074964
394,sao sebastiao,-23.76,-45.4097,83.53,69,100,4.9,BR,1670074964
395,puerto baquerizo moreno,-0.9,-89.6,69.26,81,95,9.17,EC,1670074964
396,doha,25.2867,51.5333,82.71,55,0,12.66,QA,1670074840
397,moindou,-21.6924,165.677,78.53,88,100,3.6,NC,1670074965
398,lebu,-37.6167,-73.65,63.3,79,39,7.7,CL,1670074965
399,lac du bonnet,50.2536,-96.0612,-3.37,89,80,8.34,CA,1670074965
400,penha,-26.7694,-48.6458,76.87,94,40,10.36,BR,1670074966
401,wamba,8.9333,8.6,97.47,15,46,7.96,NG,1670074966
402,hobyo,5.3505,48.5268,80.82,66,93,16.98,SO,1670074966
403,general pico,-35.6566,-63.7568,84.29,23,0,8.25,AR,1670074740
404,sergiyevsk,53.9413,51.165,3.33,94,7,3.58,RU,1670074967
405,coihaique,-45.5752,-72.0662,57.81,62,40,12.66,CL,1670074845
406,datong,40.0936,113.2914,17.47,24,0,1.43,CN,1670074967
407,verkhoyansk,67.5447,133.385,-9.17,99,100,4.47,RU,1670074967
408,sira,13.7453,76.9092,79.2,57,100,9.69,IN,1670074967
409,ales,44.1333,4.0833,43.88,92,100,7.65,FR,1670074890
410,santa fe,-31.6333,-60.7,86.02,46,0,4.0,AR,1670074795
411,mollendo,-17.0231,-72.0147,70.99,68,41,9.06,PE,1670074968
412,cruz das almas,-12.67,-39.1019,79.07,77,95,7.87,BR,1670074968
413,darovskoy,58.77,47.9564,2.52,95,100,1.9,RU,1670074968
414,aksehir,38.3575,31.4164,52.32,57,89,3.91,TR,1670074969
415,bosansko grahovo,44.1794,16.3639,45.64,90,100,7.05,BA,1670074969
416,svetlogorsk,52.6333,29.7333,27.34,88,100,9.53,BY,1670074725
417,hirara,24.8,125.2833,75.36,81,4,12.71,JP,1670074969
418,kiruna,67.8557,20.2251,22.12,93,100,6.91,SE,1670074969
419,fare,-16.7,-151.0167,80.69,74,93,19.51,PF,1670074970
420,sembe,1.6481,14.5806,79.23,82,100,1.7,CG,1670074970
421,bilma,18.6853,12.9164,87.76,12,9,8.01,NE,1670074970
422,gberia fotombu,9.8833,-11.1667,87.91,46,88,4.36,SL,1670074971
423,bemidji,47.4736,-94.8803,-1.08,84,0,0.0,US,1670074971
424,wawa,9.9022,4.4192,95.72,21,28,2.75,NG,1670074971
425,jian,27.1172,114.9793,43.39,92,100,6.6,CN,1670074971
426,saint-leu,-21.15,55.2833,79.66,77,55,6.71,RE,1670074972
427,harnai,30.1005,67.9374,60.04,29,10,1.52,PK,1670074972
428,dandong,40.1292,124.3947,18.64,27,0,7.63,CN,1670074972
429,sangar,63.9242,127.4739,-32.53,96,97,3.24,RU,1670074972
430,matamoros,25.5333,-103.25,61.11,56,0,1.48,MX,1670074972
431,canutama,-6.5339,-64.3831,72.37,99,100,3.38,BR,1670074973
432,gat,31.61,34.7642,74.08,37,91,8.48,IL,1670074973
433,kismayo,-0.3582,42.5454,81.73,66,0,11.43,SO,1670074680
434,springbok,-29.6643,17.8865,79.83,10,14,16.6,ZA,1670074973
435,ponta delgada,37.7333,-25.6667,56.5,71,40,20.71,PT,1670074878
436,gigmoto,13.7796,124.39,80.15,88,29,8.84,PH,1670074974
437,santa cruz,-17.8,-63.1667,86.05,45,15,14.97,BO,1670074735
438,spijkenisse,51.845,4.3292,36.05,84,100,10.36,NL,1670074974
439,grajau,-5.8194,-46.1386,80.42,85,99,6.33,BR,1670074974
440,bucerias,20.75,-105.3333,71.98,94,0,0.0,MX,1670074974
441,maceio,-9.6658,-35.7353,81.84,78,75,11.5,BR,1670074897
442,tigre,-34.426,-58.5796,78.26,51,0,5.75,AR,1670074870
443,nelson bay,-32.7167,152.15,66.0,86,36,4.0,AU,1670074975
444,plainview,40.7765,-73.4673,56.95,85,100,17.27,US,1670074976
445,shingu,33.7333,135.9833,48.87,78,100,4.52,JP,1670074720
446,vallenar,-28.5708,-70.7581,76.86,39,0,5.61,CL,1670074976
447,pacific grove,36.6177,-121.9166,51.12,93,100,3.0,US,1670074976
448,ilulissat,69.2167,-51.1,37.42,56,75,14.97,GL,1670074977
449,le pont-de-claix,45.1244,5.7064,45.0,89,100,1.32,FR,1670074977
450,rundu,-17.9333,19.7667,100.71,12,78,4.83,NA,1670074977
451,ecublens,46.529,6.5626,46.27,89,100,8.72,CH,1670074977
452,abnub,27.2696,31.1511,73.62,28,100,10.45,EG,1670074977
453,west odessa,31.8424,-102.4988,42.82,49,0,18.41,US,1670074978
454,lubbock,33.6001,-101.8338,35.38,52,20,9.22,US,1670074978
455,saint-francois,46.4154,3.9054,38.64,87,75,9.22,FR,1670074978
456,kavieng,-2.5744,150.7967,82.15,77,100,8.61,PG,1670074978
457,krasnoselkup,65.7,82.4667,6.26,99,97,6.38,RU,1670074979
458,sumenep,-7.0167,113.8667,81.45,75,93,3.8,ID,1670074979
459,manacapuru,-3.2997,-60.6206,80.94,78,96,3.65,BR,1670074979
460,lagoa vermelha,-28.2086,-51.5258,74.43,68,100,4.27,BR,1670074979
461,selfoss,63.9331,-20.9971,31.05,74,0,7.9,IS,1670074980
462,ust-barguzin,53.45,108.9833,7.38,89,99,5.1,RU,1670074980
463,rio bravo,25.9833,-98.1,69.08,98,47,5.03,MX,1670074980
464,cristalina,-16.7686,-47.6136,66.2,84,100,11.21,BR,1670074980
465,bous,49.2833,6.8,37.72,88,54,1.99,DE,1670074980
466,stromness,58.965,-3.296,46.36,84,100,15.01,GB,1670074981
467,benjamin constant,-4.3831,-70.0311,78.93,88,75,4.61,BR,1670074981
468,umarkot,25.3616,69.7362,72.86,20,0,5.68,PK,1670074981
469,necochea,-38.5473,-58.7368,80.83,27,2,8.28,AR,1670074982
470,khilok,51.3674,110.4676,0.37,89,100,12.44,RU,1670074982
471,gilgit,35.9221,74.3087,45.55,51,18,0.92,PK,1670074982
472,koutsouras,35.0339,25.9469,64.11,70,100,5.75,GR,1670074983
473,sao filipe,14.8961,-24.4956,73.0,61,84,8.46,CV,1670074983
474,maraa,-1.8333,-65.3667,80.87,76,100,2.57,BR,1670074983
475,jumla,29.2747,82.1838,41.92,54,0,5.21,NP,1670074983
476,shuangyang,43.5242,125.6736,7.75,50,0,11.61,CN,1670074984
477,tomigusuku,26.185,127.675,69.93,83,75,23.02,JP,1670074984
478,luderitz,-26.6481,15.1594,71.47,50,0,29.21,NA,1670074984
479,floro,61.5996,5.0328,39.16,52,41,14.97,NO,1670074984
480,maralal,1.0968,36.698,67.68,58,99,14.2,KE,1670074985
481,laguna de perlas,12.3429,-83.6712,75.29,86,28,13.65,NI,1670074985
482,urumqi,43.801,87.6005,9.55,92,75,2.24,CN,1670074985
483,saldanha,-33.0117,17.9442,69.85,63,100,24.7,ZA,1670074780
484,puerto escondido,15.85,-97.0667,78.55,58,0,4.27,MX,1670074985
485,miquelon,47.0975,-56.3814,35.6,65,39,7.85,PM,1670074986
486,tessalit,20.1986,1.0114,89.62,11,5,10.85,ML,1670074986
487,havoysund,70.9963,24.6622,26.83,78,6,10.02,NO,1670074986
488,chutove,49.7104,35.1603,28.51,63,94,15.05,UA,1670074986
489,neutraubling,48.9833,12.2,38.79,90,83,4.99,DE,1670074986
490,neiafu,-18.65,-173.9833,72.28,100,40,0.0,TO,1670074986
491,casper,42.8666,-106.3131,21.79,53,0,14.97,US,1670074987
492,grindavik,63.8424,-22.4338,36.07,100,0,3.44,IS,1670074987
493,mehamn,71.0357,27.8492,30.11,80,4,20.71,NO,1670074987
494,concepcion,-36.827,-73.0498,67.8,64,20,10.36,CL,1670074987
495,byron bay,-28.65,153.6167,61.95,68,32,12.26,AU,1670074988
496,altay,47.8667,88.1167,1.17,66,0,7.43,CN,1670074988
497,altamont,42.2068,-121.7372,17.44,79,75,10.36,US,1670074988
498,milton,34.1322,-84.3007,54.81,92,97,2.86,US,1670074989
499,tual,-5.6667,132.75,83.34,69,41,2.26,ID,1670074989
500,minbu,20.1833,94.8833,80.26,59,0,1.36,MM,1670074989
501,vanderhoof,54.0166,-124.0198,-8.86,99,70,1.25,CA,1670074989
502,khorixas,-20.3667,14.9667,96.58,13,2,19.6,NA,1670074989
503,cayenne,4.9333,-52.3333,80.64,83,100,2.3,GF,1670074990
504,port pirie,-33.1833,138.0167,77.77,20,0,7.85,AU,1670074990
505,baruun-urt,46.6806,113.2792,-7.76,85,0,8.3,MN,1670074990
506,neyshabur,36.2133,58.7958,47.08,52,100,3.83,IR,1670074990
507,nipawin,53.3668,-104.0009,-9.36,77,75,16.11,CA,1670074991
508,bilibino,68.0546,166.4372,-15.21,96,7,5.23,RU,1670074991
509,caravelas,-17.7125,-39.2481,77.49,86,99,8.37,BR,1670074991
510,dicabisagan,17.0818,122.4157,76.87,90,93,3.29,PH,1670074992
511,liverpool,53.4106,-2.9779,46.18,84,16,1.99,GB,1670074821
512,bykovo,55.6361,38.0803,19.81,93,100,8.95,RU,1670074992
513,rodrigues alves,-7.738,-72.6509,71.8,78,100,2.86,BR,1670074992
514,shuiji,27.4214,118.345,53.69,98,100,1.63,CN,1670074993
515,varadero,23.1536,-81.2514,74.16,75,35,22.53,CU,1670074993
516,mount pleasant,32.7941,-79.8626,60.78,97,40,0.0,US,1670074994
517,nagahama,35.3833,136.2667,43.66,97,27,0.6,JP,1670074994
518,kigoma,-4.8769,29.6267,79.63,65,100,4.21,TZ,1670074994
519,fort nelson,58.8053,-122.7002,-8.01,77,0,4.61,CA,1670074994
520,tigil,57.8,158.6667,-3.39,97,40,7.14,RU,1670074994
521,roald,62.5833,6.1333,39.33,65,40,13.8,NO,1670074995
522,north bend,43.4065,-124.2243,46.08,73,0,11.5,US,1670074995
523,ayia anna,34.9399,33.4843,71.26,59,0,3.44,CY,1670074995
524,copiapo,-27.3667,-70.3333,58.69,39,0,6.31,CL,1670074995
525,westerland,54.9079,8.3033,36.01,93,100,18.41,DE,1670074996
526,japura,-0.3167,102.35,75.2,96,96,0.92,ID,1670074996
527,teknaf,20.8624,92.3058,73.67,77,4,8.59,BD,1670074996
528,petropavlovsk-kamchatskiy,53.0452,158.6483,0.19,78,75,8.95,RU,1670074996
529,obigarm,38.7173,69.7088,30.85,87,98,5.06,TJ,1670074996
530,los llanos de aridane,28.6585,-17.9182,66.13,58,40,8.05,ES,1670074997
531,matara,5.9485,80.5353,78.06,84,81,1.54,LK,1670074997
532,ostrovnoy,68.0531,39.5131,18.79,93,65,8.86,RU,1670074997
533,maues,-3.3836,-57.7186,86.58,61,100,2.17,BR,1670074997
534,nizhniy baskunchak,48.2198,46.8311,20.97,33,0,14.5,RU,1670074998
535,camp verde,34.5636,-111.8543,56.77,58,100,1.9,US,1670074998
536,manaus,-3.1019,-60.025,81.09,83,75,6.91,BR,1670074756
537,pimentel,-6.8367,-79.9342,68.29,83,75,14.97,PE,1670074998
538,alvand,36.3187,49.1678,34.36,96,100,5.57,IR,1670074998
539,erzin,36.9559,36.2,61.57,70,5,0.92,TR,1670074999
540,ketchikan,55.3422,-131.6461,28.38,50,0,6.91,US,1670074999
541,fillmore,43.6666,-92.1002,7.38,78,0,19.57,US,1670074999
542,karakol,42.4907,78.3936,20.8,66,5,5.53,KG,1670074999
543,peniche,39.3558,-9.3811,58.1,86,100,10.33,PT,1670074929
544,limon,10.0,-83.0333,75.09,88,40,4.61,CR,1670075000
545,shaunavon,49.6501,-108.4181,-2.42,84,98,3.78,CA,1670075000
546,snyder,32.7179,-100.9176,39.54,45,0,17.27,US,1670075000
547,hlukhiv,51.6782,33.9162,26.96,74,99,12.84,UA,1670075001
548,zaraza,9.3503,-65.3245,82.99,65,83,5.61,VE,1670075001
549,kensington,-33.9167,151.2167,65.12,82,0,1.01,AU,1670075001
550,kindu,-2.95,25.95,82.83,63,100,3.02,CD,1670075002
551,kahta,37.7855,38.6237,62.04,55,20,3.44,TR,1670075002
552,potam,27.6,-110.3833,70.39,42,96,6.67,MX,1670075002
553,lorengau,-2.0226,147.2712,81.45,77,99,5.79,PG,1670075002
554,sorong,-0.8833,131.25,80.2,81,100,3.76,ID,1670075003
555,sorland,67.667,12.6934,39.06,68,91,14.25,NO,1670075003
556,hit,33.6416,42.8251,66.22,49,61,7.31,IQ,1670075003
557,challans,46.8436,-1.8749,41.2,91,100,11.01,FR,1670074730
558,sola,-13.8833,167.55,82.04,72,100,11.65,VU,1670075003
559,henties bay,-22.116,14.2845,63.66,71,18,13.94,NA,1670075004
560,cantaura,9.3057,-64.3584,82.15,58,99,7.61,VE,1670075004
561,gravelbourg,49.8834,-106.5512,-0.13,80,100,7.11,CA,1670075004
562,taltal,-25.4,-70.4833,68.16,67,0,6.62,CL,1670075005
563,olinda,-8.0089,-34.8553,82.13,69,40,10.36,BR,1670075005
564,wollongong,-34.4333,150.8833,63.09,88,0,5.57,AU,1670075005
565,koslan,63.4564,48.8989,2.48,99,92,2.35,RU,1670075006
566,mount isa,-20.7333,139.5,67.77,68,4,1.14,AU,1670075006
567,sovetskiy,61.3614,63.5842,3.38,96,43,5.08,RU,1670075006
568,vuktyl,63.8567,57.3094,5.04,98,95,1.72,RU,1670075006
569,finnsnes,69.2296,17.9811,2.01,76,3,4.47,NO,1670075007
570,santiago del estero,-27.7951,-64.2615,88.48,25,0,6.02,AR,1670075007
571,mbuji-mayi,-6.15,23.6,81.43,63,100,3.29,CD,1670075007
572,obregon,11.9566,-85.9636,77.09,79,10,11.74,NI,1670075007
